A_x,A_y,B_x,B_y,C_x,C_y,D_x,D_y,AB,BC,CD,Length,Good
2.1058040789285064,2.971522336273182,3.1744217400008856,3.983199890583393,2.7939031706650637,5.183410905645716,1.8625997267986671,4.187755185167092,1,1,1,3,1
0.6682781781714259,1.6124119365913936,0.8987653426831749,1.8201518361110602,2.2013383622566955,1.385078921531967,2.585107625179928,2.0570362444331662,0,1,1,2,1
0.20927359463395523,3.5154312918213075,0.4245973203119191,3.6931660140456883,0.0017156222601732996,4.534988589477597,0.9950225164266235,5.551262968711594,0,1,1,2,1
3.9494515573066646,0.9894163602603567,2.351870919691264,0.27864303266114276,1.2756631705466686,0.5858217484932354,0.2982020075969338,0.39316480316578917,2,1,1,4,1
1.5350164324173876,6.210839817293524,1.4752025074957515,6.316614375075782,1.5483900986646304,6.7184028926385775,1.050332155788335,7.295176664055477,0,0,1,1,1
7.373597389205075,0.8004381767562058,5.965152554783003,2.4803129567539917,6.122052041419217,3.5554047036454155,4.316630078795231,1.9504285817741651,2,1,2,5,1
0.7493018841913074,8.038446088732673,0.04305490546738455,9.257173704310858,0.2905043680544561,10.182532994098365,0.41081389796889245,10.057012652676033,1,1,0,2,1
8.343603509856283,2.0468283849102753,8.611764082380196,2.2009286235871524,8.395754730812136,0.1883397023867378,8.41545328883565,0.2797093405941453,0,2,0,2,1
0.2743241601628771,11.252164724174513,0.9900025908309373,11.331945789036995,0.23731864269834424,13.941558506156419,1.0796141953423017,14.50914495000408,1,3,1,5,1
10.672871379427077,1.8640644295824704,10.03849340179777,3.973793364942141,9.445762605323468,3.152610148722594,8.521506928799132,3.049398519914857,2,1,1,4,1
1.7211895943006277,14.242338880606068,2.5474562934685334,13.172137551441198,2.089145208761378,12.110869330642856,3.0667837459727614,13.17176154586418,1,1,1,3,1
13.628932546396433,4.4042122256051925,12.009490090209244,3.4946141076153063,13.551028729318253,2.062120562193563,11.291333306082208,0.9980472203117241,2,2,2,6,1
3.784886168554851,11.157387811126394,4.701362672388642,10.384839235039712,6.25533007053861,10.804867401632372,6.287917716049422,10.278292505951393,1,2,1,4,1
11.264136510410058,5.233475129667638,12.106577934281686,5.8179096609625764,13.289131489661617,5.359046400037497,13.91262870594051,5.216487896182598,1,1,1,3,1
6.748682002199108,8.675844215806977,5.9515121134600495,8.082251010050355,6.259572035506904,8.380347426686274,4.899673526581442,7.90587153386414,1,0,1,2,1
9.956919678296833,7.723336680874628,8.696178288686953,5.702117589353256,10.416002365916176,6.2126890429035395,10.3781567092571,4.732734465090944,2,2,1,5,1
3.5977163872137923,7.406545714030949,2.9314422166397818,8.720383909098867,2.901514239349916,9.591913213199103,3.3856400791178203,10.69483470574015,1,1,1,3,1
8.264223286768452,11.180016463597532,8.839583053549264,10.496375400313967,9.95162246727672,9.325435803136827,9.094941924799954,8.53277155629722,1,2,1,4,1
4.206659880966078,11.839189926772328,3.904726478678114,12.07131845615018,4.048918376475391,13.438293272941003,4.760436139832411,14.829242316186733,0,1,2,3,1
11.025989449330043,11.582670443148702,10.297513915223755,12.519385078460594,9.299335775720696,12.434713493252682,8.292329680286489,12.630463385394085,1,1,1,3,1
6.421367848069424,14.472600707225784,7.870054636856006,13.87211955599026,8.786389071874318,14.543936224795118,9.251675355024865,14.235244810314246,2,1,1,4,1
12.90041923024332,8.082465965124793,14.368342952257528,7.997479274595256,13.550692808433807,8.605192300084287,11.262181547042333,10.889969780256772,1,1,3,5,1
10.36345376275386,14.959842756772208,11.308142826918695,13.84536803319725,12.01116853013305,14.523923635790963,13.61723778755286,13.97958103795256,1,1,2,4,1
13.988931945557454,10.452272422348502,13.249591368087147,9.355083105834133,13.628027263796987,9.350401736877041,14.1689213398622,8.798325607529893,1,0,1,2,1
