A_x,A_y,B_x,B_y,C_x,C_y,D_x,D_y,E_x,E_y,AB,BC,CD,DE,Length,Good
18.170703018395983,12.467202315836055,18.067590411245074,11.473589733445717,17.20055897365776,10.776621286833057,19.15779060301004,10.663305699460341,18.891895119816265,11.731100810039859,1,1,2,1,5,1
0.0022874963468977327,6.046651452636795,0.5661297604158921,4.924221352060918,0.2790314595119403,4.687241722428411,2.483466302398223,5.58367358022279,3.725204227553418,6.911214540860955,1,0,2,2,5,1
6.268483563184857,13.846452313386282,8.34044009405148,14.406489868843162,8.383890288065896,13.70439000793519,8.99824266959881,11.567792287742636,8.34609604734254,11.173796568915034,2,1,2,1,6,1
6.347248186443215,19.772323088248978,5.3985578353005215,17.917724363921337,4.089044994630349,17.562348727818907,3.396608391291378,17.56285006858826,2.2949194590675037,18.989785174141424,2,1,1,2,6,1
7.953536739710671,3.3070839423386555,8.162736055225624,4.740539604860555,9.831463185606765,1.0672509023416077,11.2206043851142,0.3729457874588604,11.194339641082848,0.2511196031823171,1,4,2,0,7,1
4.796955182951724,9.875394285374599,3.908589622186376,11.627178545465156,3.8686856524665547,12.789217617598803,1.3200034544412498,15.109261052049327,0.3657655468838361,15.00288629889935,2,1,3,1,7,1
11.124804679808378,2.7291045132137004,11.482352109840262,2.934571498116203,11.362009238398842,4.06586469321981,12.59435014043129,4.203480198296791,14.230495172569436,2.485419239443294,0,1,1,2,4,1
13.81793835033848,19.94645700902961,11.715185429165757,19.39191496639349,12.335567140033152,18.98032641375233,10.493406182474674,18.496159407987015,8.561823797425898,19.29680094296771,2,1,2,2,7,1
0.39760267679591177,0.5242197375543856,1.7008842273955582,0.7810956646576472,3.1358278929216854,0.37152404354819035,5.2659354097422195,1.3192218136804756,5.755506771726974,2.6005714423655535,1,1,2,1,5,1
13.384657869063691,5.298391153256188,11.594904384915939,7.602823452471008,13.888003154554902,8.283585390538054,13.275892904395777,10.297782241166171,12.126589233066607,11.377028741729626,3,2,2,2,9,1
11.056439573715318,16.840617847192114,12.399114367627595,16.579617991003573,13.730018553631673,16.692513437947458,14.701319265773389,15.443560590864935,15.01624206272311,14.51995970700903,1,1,2,1,5,1
0.3873391574059415,13.576710658797818,0.5477518639585233,13.409350203568044,0.0574065406231794,12.342898272414477,0.9990691789217432,10.717928118310232,1.4004428743844466,9.726902218740637,0,1,2,1,4,1
3.396608391291378,17.56285006858826,2.2949194590675037,18.989785174141424,0.31642485693112565,18.588744674875226,1.4394855937897355,19.345526600005442,2.785526945015171,16.147825774190476,2,2,1,3,8,1
0.31642485693112565,18.588744674875226,2.785526945015171,16.147825774190476,5.608879841288104,15.785586569029771,5.206301971570819,16.09509127486691,5.046514891406469,14.87651708150186,3,3,1,1,8,1
2.785526945015171,16.147825774190476,5.206301971570819,16.09509127486691,5.046514891406469,14.87651708150186,5.608879841288104,15.785586569029771,4.514186772157094,14.259779607653533,2,1,1,2,6,1
5.206301971570819,16.09509127486691,5.608879841288104,15.785586569029771,4.514186772157094,14.259779607653533,5.046514891406469,14.87651708150186,6.268483563184857,13.846452313386282,1,2,1,2,6,1
1.4004428743844466,9.726902218740637,2.0645201315528405,8.957870523518103,1.966936676661002,8.422152500101044,2.046688576556517,8.281119756391366,1.3266966885688314,7.401683958282126,1,1,0,1,3,1
1.3266966885688314,7.401683958282126,0.0022874963468977327,6.046651452636795,0.2790314595119403,4.687241722428411,0.5661297604158921,4.924221352060918,2.483466302398223,5.58367358022279,2,1,0,2,5,1
3.446810166906571,2.742714992577555,2.935117816342261,1.846771895375956,1.1983537902442332,2.426869114814747,0.8910375708952345,2.149882582121858,0.39760267679591177,0.5242197375543856,1,2,0,2,5,1
5.2659354097422195,1.3192218136804756,5.755506771726974,2.6005714423655535,8.162736055225624,4.740539604860555,7.953536739710671,3.3070839423386555,9.831463185606765,1.0672509023416077,1,3,1,3,8,1
8.162736055225624,4.740539604860555,9.831463185606765,1.0672509023416077,11.194339641082848,0.2511196031823171,11.2206043851142,0.3729457874588604,11.124804679808378,2.7291045132137004,4,2,0,2,8,1
17.270837091188575,14.942432854743693,18.170703018395983,12.467202315836055,17.20055897365776,10.776621286833057,18.067590411245074,11.473589733445717,19.15779060301004,10.663305699460341,3,2,1,1,7,1
19.777221778129896,14.963313087596788,19.400399781766247,16.936576029800705,17.527783045920767,17.892133270076947,18.15631705007048,18.639441383936745,16.014891373510732,19.36523151438795,2,2,1,2,7,1
15.077523769224928,18.460490710929665,13.81793835033848,19.94645700902961,12.335567140033152,18.98032641375233,11.715185429165757,19.39191496639349,10.493406182474674,18.496159407987015,2,2,1,2,7,1
4.796955182951724,9.875394285374599,3.908589622186376,11.627178545465156,1.3200034544412498,15.109261052049327,3.8686856524665547,12.789217617598803,0.3657655468838361,15.00288629889935,2,4,3,4,13,0
0.39760267679591177,0.5242197375543856,1.7008842273955582,0.7810956646576472,5.2659354097422195,1.3192218136804756,3.1358278929216854,0.37152404354819035,5.755506771726974,2.6005714423655535,1,4,2,3,10,0
5.755506771726974,2.6005714423655535,7.953536739710671,3.3070839423386555,9.831463185606765,1.0672509023416077,8.162736055225624,4.740539604860555,11.2206043851142,0.3729457874588604,2,3,4,5,14,0
9.831463185606765,1.0672509023416077,11.2206043851142,0.3729457874588604,11.124804679808378,2.7291045132137004,11.194339641082848,0.2511196031823171,11.482352109840262,2.934571498116203,2,2,2,3,9,0
11.482352109840262,2.934571498116203,11.362009238398842,4.06586469321981,14.230495172569436,2.485419239443294,12.59435014043129,4.203480198296791,15.055111074776278,1.3307296270822988,1,3,2,4,10,0
14.701319265773389,15.443560590864935,15.01624206272311,14.51995970700903,18.170703018395983,12.467202315836055,17.270837091188575,14.942432854743693,18.067590411245074,11.473589733445717,1,4,3,4,12,0
2.2949194590675037,18.989785174141424,1.4394855937897355,19.345526600005442,2.785526945015171,16.147825774190476,0.31642485693112565,18.588744674875226,5.206301971570819,16.09509127486691,1,3,3,5,12,0
6.268483563184857,13.846452313386282,8.34044009405148,14.406489868843162,8.99824266959881,11.567792287742636,8.383890288065896,13.70439000793519,8.34609604734254,11.173796568915034,2,3,2,3,10,0
0.3873391574059415,13.576710658797818,0.5477518639585233,13.409350203568044,0.9990691789217432,10.717928118310232,0.0574065406231794,12.342898272414477,1.4004428743844466,9.726902218740637,0,3,2,3,8,0
2.046688576556517,8.281119756391366,1.966936676661002,8.422152500101044,0.0022874963468977327,6.046651452636795,1.3266966885688314,7.401683958282126,0.5661297604158921,4.924221352060918,0,3,2,3,8,0
0.0022874963468977327,6.046651452636795,0.5661297604158921,4.924221352060918,2.483466302398223,5.58367358022279,0.2790314595119403,4.687241722428411,3.725204227553418,6.911214540860955,1,2,2,4,9,0
2.8077387719046754,3.962029781697576,3.446810166906571,2.742714992577555,0.8910375708952345,2.149882582121858,2.935117816342261,1.846771895375956,1.1983537902442332,2.426869114814747,1,3,2,2,8,0
4.796955182951724,9.875394285374599,3.8686856524665547,12.789217617598803,1.3200034544412498,15.109261052049327,3.908589622186376,11.627178545465156,0.3657655468838361,15.00288629889935,3,3,4,5,15,0
0.39760267679591177,0.5242197375543856,3.1358278929216854,0.37152404354819035,5.2659354097422195,1.3192218136804756,1.7008842273955582,0.7810956646576472,5.755506771726974,2.6005714423655535,3,2,4,4,13,0
5.755506771726974,2.6005714423655535,7.953536739710671,3.3070839423386555,9.831463185606765,1.0672509023416077,8.162736055225624,4.740539604860555,11.2206043851142,0.3729457874588604,2,3,4,5,14,0
9.831463185606765,1.0672509023416077,11.2206043851142,0.3729457874588604,11.124804679808378,2.7291045132137004,11.194339641082848,0.2511196031823171,11.482352109840262,2.934571498116203,2,2,2,3,9,0
11.482352109840262,2.934571498116203,12.59435014043129,4.203480198296791,14.230495172569436,2.485419239443294,11.362009238398842,4.06586469321981,15.055111074776278,1.3307296270822988,2,2,3,5,12,0
14.701319265773389,15.443560590864935,18.170703018395983,12.467202315836055,15.01624206272311,14.51995970700903,17.270837091188575,14.942432854743693,18.067590411245074,11.473589733445717,5,4,2,4,15,0
2.2949194590675037,18.989785174141424,0.31642485693112565,18.588744674875226,2.785526945015171,16.147825774190476,1.4394855937897355,19.345526600005442,5.206301971570819,16.09509127486691,2,3,3,5,13,0
6.268483563184857,13.846452313386282,8.99824266959881,11.567792287742636,8.34044009405148,14.406489868843162,8.383890288065896,13.70439000793519,8.34609604734254,11.173796568915034,4,3,1,3,11,0
0.3873391574059415,13.576710658797818,0.0574065406231794,12.342898272414477,0.9990691789217432,10.717928118310232,0.5477518639585233,13.409350203568044,1.4004428743844466,9.726902218740637,1,2,3,4,10,0
2.046688576556517,8.281119756391366,1.3266966885688314,7.401683958282126,0.0022874963468977327,6.046651452636795,1.966936676661002,8.422152500101044,0.5661297604158921,4.924221352060918,1,2,3,4,10,0
0.0022874963468977327,6.046651452636795,0.5661297604158921,4.924221352060918,2.483466302398223,5.58367358022279,0.2790314595119403,4.687241722428411,3.725204227553418,6.911214540860955,1,2,2,4,9,0
