A_x,A_y,B_x,B_y,C_x,C_y,D_x,D_y,E_x,E_y,F_x,F_y,G_x,G_y,H_x,H_y,AB,BC,CD,DE,EF,FG,GH,Length,Good
1.4394855937897355,19.345526600005442,0.31642485693112565,18.588744674875226,2.785526945015171,16.147825774190476,5.206301971570819,16.09509127486691,5.608879841288104,15.785586569029771,5.046514891406469,14.87651708150186,4.514186772157094,14.259779607653533,6.268483563184857,13.846452313386282,1,3,2,1,1,1,2,11,1
3.446810166906571,2.742714992577555,2.935117816342261,1.846771895375956,0.8910375708952345,2.149882582121858,1.1983537902442332,2.426869114814747,0.39760267679591177,0.5242197375543856,1.7008842273955582,0.7810956646576472,3.1358278929216854,0.37152404354819035,5.2659354097422195,1.3192218136804756,1,2,0,2,1,1,2,9,1
11.194339641082848,0.2511196031823171,11.124804679808378,2.7291045132137004,11.482352109840262,2.934571498116203,11.362009238398842,4.06586469321981,12.59435014043129,4.203480198296791,14.230495172569436,2.485419239443294,15.055111074776278,1.3307296270822988,18.06803830575767,2.7494940829247505,2,0,1,1,2,1,3,10,1
15.077523769224928,18.460490710929665,13.81793835033848,19.94645700902961,11.715185429165757,19.39191496639349,12.335567140033152,18.98032641375233,10.493406182474674,18.496159407987015,8.561823797425898,19.29680094296771,6.347248186443215,19.772323088248978,5.3985578353005215,17.917724363921337,2,2,1,2,2,2,2,13,1
13.730018553631673,16.692513437947458,14.701319265773389,15.443560590864935,15.01624206272311,14.51995970700903,17.270837091188575,14.942432854743693,18.170703018395983,12.467202315836055,18.067590411245074,11.473589733445717,17.20055897365776,10.776621286833057,19.15779060301004,10.663305699460341,2,1,2,3,1,1,2,12,1
3.1358278929216854,0.37152404354819035,5.2659354097422195,1.3192218136804756,5.755506771726974,2.6005714423655535,8.162736055225624,4.740539604860555,7.953536739710671,3.3070839423386555,9.831463185606765,1.0672509023416077,11.2206043851142,0.3729457874588604,11.194339641082848,0.2511196031823171,2,1,3,1,3,2,0,12,1
7.953536739710671,3.3070839423386555,8.162736055225624,4.740539604860555,9.831463185606765,1.0672509023416077,11.194339641082848,0.2511196031823171,11.2206043851142,0.3729457874588604,11.124804679808378,2.7291045132137004,11.482352109840262,2.934571498116203,11.362009238398842,4.06586469321981,1,4,2,0,2,0,1,10,1
15.01624206272311,14.51995970700903,17.270837091188575,14.942432854743693,18.170703018395983,12.467202315836055,17.20055897365776,10.776621286833057,18.067590411245074,11.473589733445717,19.15779060301004,10.663305699460341,18.891895119816265,11.731100810039859,17.666121824116196,12.473444141112179,2,3,2,1,1,1,1,11,1
18.65190926074327,13.936363229798003,19.777221778129896,14.963313087596788,19.400399781766247,16.936576029800705,17.527783045920767,17.892133270076947,18.15631705007048,18.639441383936745,16.014891373510732,19.36523151438795,15.077523769224928,18.460490710929665,13.81793835033848,19.94645700902961,2,2,2,1,2,1,2,12,1
16.014891373510732,19.36523151438795,15.077523769224928,18.460490710929665,13.81793835033848,19.94645700902961,12.335567140033152,18.98032641375233,11.715185429165757,19.39191496639349,10.493406182474674,18.496159407987015,8.561823797425898,19.29680094296771,6.347248186443215,19.772323088248978,1,2,2,1,2,2,2,12,1
